Time,Prob0,Results0,Prob1,Results1,Prob2,Results2,Label,Incomplete
32.1439323425293,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,18,10
31.717071771621704,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,19,10
32.01041054725647,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,19,10
40.46313714981079,"[0.00231948 0.00231948 0.00283302 0.00256342 0.00209876 0.00313097
 0.00189904 0.00231948 0.00189904 0.00209876 0.00209876 0.00189904
 0.00256342 0.00171832 0.00256342 0.00140685 0.00209876 0.00256342
 0.00256342 0.00256342 0.00209876]",5,"[0.00231948 0.00231948 0.00283302 0.00256342 0.00209876 0.00313097
 0.00189904 0.00231948 0.00189904 0.00209876 0.00209876 0.00189904
 0.00256342 0.00171832 0.00256342 0.00140685 0.00209876 0.00256342
 0.00256342 0.00256342 0.00209876]",5,"[0.00231948 0.00231948 0.00283302 0.00256342 0.00209876 0.00313097
 0.00189904 0.00231948 0.00189904 0.00209876 0.00209876 0.00189904
 0.00256342 0.00171832 0.00256342 0.00140685 0.00209876 0.00256342
 0.00256342 0.00256342 0.00209876]",5,1,10
31.89186692237854,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,19,10
40.538094997406006,"[0.00227716 0.00227716 0.00278132 0.00251665 0.00206046 0.00307383
 0.00186438 0.00227716 0.00227716 0.00251665 0.00206046 0.00186438
 0.00251665 0.00168696 0.00251665 0.00138117 0.00206046 0.00251665
 0.00251665 0.00251665 0.00206046]",5,"[0.00227716 0.00227716 0.00278132 0.00251665 0.00206046 0.00307383
 0.00186438 0.00227716 0.00227716 0.00251665 0.00206046 0.00186438
 0.00251665 0.00168696 0.00251665 0.00138117 0.00206046 0.00251665
 0.00251665 0.00251665 0.00206046]",5,"[0.00227716 0.00227716 0.00278132 0.00251665 0.00206046 0.00307383
 0.00186438 0.00227716 0.00227716 0.00251665 0.00206046 0.00186438
 0.00251665 0.00168696 0.00251665 0.00138117 0.00206046 0.00251665
 0.00251665 0.00251665 0.00206046]",5,1,10
41.61063241958618,"[0.00234234 0.00234234 0.00286094 0.00258868 0.00211944 0.00316182
 0.00191775 0.00234234 0.00191775 0.00211944 0.00211944 0.00191775
 0.00258868 0.00173525 0.00211944 0.00142071 0.00211944 0.00258868
 0.00258868 0.00258868 0.00211944]",5,"[0.00234234 0.00234234 0.00286094 0.00258868 0.00211944 0.00316182
 0.00191775 0.00234234 0.00191775 0.00211944 0.00211944 0.00191775
 0.00258868 0.00173525 0.00211944 0.00142071 0.00211944 0.00258868
 0.00258868 0.00258868 0.00211944]",5,"[0.00234234 0.00234234 0.00286094 0.00258868 0.00211944 0.00316182
 0.00191775 0.00234234 0.00191775 0.00211944 0.00211944 0.00191775
 0.00258868 0.00173525 0.00211944 0.00142071 0.00211944 0.00258868
 0.00258868 0.00258868 0.00211944]",5,1,10
31.84877324104309,"[0.00285603 0.00222428 0.0036672  0.00252044 0.00196293 0.0032363
 0.00173228 0.00222428 0.00173228 0.00196293 0.00196293 0.00173228
 0.00252044 0.00152873 0.00252044 0.00119058 0.00196293 0.00252044
 0.00252044 0.00252044 0.00252044]",2,"[0.00285603 0.00222428 0.0036672  0.00252044 0.00196293 0.0032363
 0.00173228 0.00222428 0.00173228 0.00196293 0.00196293 0.00173228
 0.00252044 0.00152873 0.00252044 0.00119058 0.00196293 0.00252044
 0.00252044 0.00252044 0.00252044]",2,"[0.00285603 0.00222428 0.0036672  0.00252044 0.00196293 0.0032363
 0.00173228 0.00222428 0.00173228 0.00196293 0.00196293 0.00173228
 0.00252044 0.00152873 0.00252044 0.00119058 0.00196293 0.00252044
 0.00252044 0.00252044 0.00252044]",2,2,10
31.943999528884888,"[0.00285603 0.00222428 0.0036672  0.00252044 0.00196293 0.0032363
 0.00173228 0.00222428 0.00173228 0.00196293 0.00196293 0.00173228
 0.00252044 0.00152873 0.00252044 0.00119058 0.00196293 0.00252044
 0.00252044 0.00252044 0.00252044]",2,"[0.00285603 0.00222428 0.0036672  0.00252044 0.00196293 0.0032363
 0.00173228 0.00222428 0.00173228 0.00196293 0.00196293 0.00173228
 0.00252044 0.00152873 0.00252044 0.00119058 0.00196293 0.00252044
 0.00252044 0.00252044 0.00252044]",2,"[0.00285603 0.00222428 0.0036672  0.00252044 0.00196293 0.0032363
 0.00173228 0.00222428 0.00173228 0.00196293 0.00196293 0.00173228
 0.00252044 0.00152873 0.00252044 0.00119058 0.00196293 0.00252044
 0.00252044 0.00252044 0.00252044]",2,2,10
31.93518853187561,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,2,10
31.981302976608276,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,2,10
31.8407883644104,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,3,10
31.790306091308594,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,3,10
31.929946184158325,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,3,10
33.34670639038086,"[0.00170945 0.00170945 0.00332948 0.00332948 0.00170945 0.01263038
 0.00087768 0.00170945 0.00087768 0.00170945 0.00170945 0.00087768
 0.00332948 0.00087768 0.00087768 0.00023136 0.00087768 0.00332948
 0.00332948 0.00170945 0.00087768]",5,"[0.00170945 0.00170945 0.00332948 0.00332948 0.00170945 0.01263038
 0.00087768 0.00170945 0.00087768 0.00170945 0.00170945 0.00087768
 0.00332948 0.00087768 0.00087768 0.00023136 0.00087768 0.00332948
 0.00332948 0.00170945 0.00087768]",5,"[1.42450090e-04 1.00553005e-04 3.10089751e-04 2.12166671e-04
 5.79017719e-03 3.60326998e-02 6.88357083e-05 1.00553005e-04
 4.30223177e-05 1.75967758e-04 2.17864844e-04 5.16267812e-05
 1.82789748e-03 2.19413820e-04 7.31379401e-05 0.00000000e+00
 6.45334765e-05 1.74629491e-03 1.79525645e-04 1.67588341e-04
 9.46490989e-05]",5,5,10
40.64771056175232,"[0.00228229 0.00228229 0.00278758 0.00252231 0.00252231 0.00308075
 0.00186858 0.00228229 0.00186858 0.0020651  0.0020651  0.00186858
 0.00252231 0.00169076 0.0020651  0.00169076 0.00252231 0.00252231
 0.00252231 0.00252231 0.0020651 ]",5,"[0.00228229 0.00228229 0.00278758 0.00252231 0.00252231 0.00308075
 0.00186858 0.00228229 0.00186858 0.0020651  0.0020651  0.00186858
 0.00252231 0.00169076 0.0020651  0.00169076 0.00252231 0.00252231
 0.00252231 0.00252231 0.0020651 ]",5,"[0.00228229 0.00228229 0.00278758 0.00252231 0.00252231 0.00308075
 0.00186858 0.00228229 0.00186858 0.0020651  0.0020651  0.00186858
 0.00252231 0.00169076 0.0020651  0.00169076 0.00252231 0.00252231
 0.00252231 0.00252231 0.0020651 ]",5,4,10
42.07537913322449,"[0.00271712 0.00217571 0.00339327 0.00243139 0.00243139 0.00303643
 0.00174217 0.00217571 0.00174217 0.00194691 0.00194691 0.00174217
 0.00243139 0.00155897 0.00243139 0.00155897 0.00243139 0.00243139
 0.00243139 0.00243139 0.00243139]",2,"[0.00271712 0.00217571 0.00339327 0.00243139 0.00243139 0.00303643
 0.00174217 0.00217571 0.00174217 0.00194691 0.00194691 0.00174217
 0.00243139 0.00155897 0.00243139 0.00155897 0.00243139 0.00243139
 0.00243139 0.00243139 0.00243139]",2,"[0.00271712 0.00217571 0.00339327 0.00243139 0.00243139 0.00303643
 0.00174217 0.00217571 0.00174217 0.00194691 0.00194691 0.00174217
 0.00243139 0.00155897 0.00243139 0.00155897 0.00243139 0.00243139
 0.00243139 0.00243139 0.00243139]",2,4,10
31.821982383728027,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,7,10
31.78027319908142,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,5,10
31.902992486953735,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,6,10
31.98580265045166,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,5,10
31.69478130340576,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,6,10
31.774717807769775,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,"[0.00234651 0.00234651 0.00293042 0.00262226 0.00209975 0.0032748
 0.00187894 0.00234651 0.00187894 0.00209975 0.00209975 0.00187894
 0.00262226 0.00168135 0.00209975 0.00134632 0.00209975 0.00262226
 0.00262226 0.00262226 0.00209975]",5,6,10
