Model,Incomplete,Step,Time,Prob0,Results0,Prob1,Results1,Prob2,Results2,Label
goal0_sas_plan.19,0.1,3,0.020016908645629883,"[0.02212953 0.01015187 0.01844802 0.0051457  0.01897137 0.00850731
 0.01472982 0.00600465]",goal1,"[0.02212953 0.01015187 0.01844802 0.0051457  0.01897137 0.00850731
 0.01472982 0.00600465]",goal0,"[0.02212953 0.01015187 0.01844802 0.0051457  0.01897137 0.00850731
 0.01472982 0.00600465]",goal0,goal0
goal0_sas_plan.2,0.1,4,0.012981891632080078,"[0.07791142 0.00763373 0.0119398  0.00370369 0.00488919 0.0026172
 0.00827409 0.00480642]",goal0,"[0.07791142 0.00763373 0.0119398  0.00370369 0.00488919 0.0026172
 0.00827409 0.00480642]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.20,0.1,3,0.01397848129272461,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.21,0.1,4,0.011981964111328125,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.22,0.1,3,0.04587602615356445,"[0.03604523 0.01016463 0.01659449 0.0046911  0.01519512 0.00696773
 0.01301536 0.00554798]",goal0,"[0.03604523 0.01016463 0.01659449 0.0046911  0.01519512 0.00696773
 0.01301536 0.00554798]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.23,0.1,4,0.02797412872314453,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal1,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal0,"[0.13527843 0.01405828 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.24,0.1,3,0.012986183166503906,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.07847784 0.03253558 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.25,0.1,3,0.012984037399291992,"[0.06472705 0.00967361 0.01295067 0.00388556 0.00707936 0.00358481
 0.00938247 0.00487713]",goal0,"[0.06472705 0.00967361 0.01295067 0.00388556 0.00707936 0.00358481
 0.00938247 0.00487713]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.26,0.1,3,0.01298069953918457,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.27,0.1,3,0.020970821380615234,"[0.06472705 0.00967361 0.01295067 0.00388556 0.00707936 0.00358481
 0.00938247 0.00487713]",goal0,"[0.06472705 0.00967361 0.01295067 0.00388556 0.00707936 0.00358481
 0.00938247 0.00487713]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.28,0.1,3,0.011982202529907227,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.29,0.1,4,0.023485422134399414,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal1,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal0,"[0.13527843 0.01405828 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.3,0.1,2,0.01596856117248535,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.01762194 0.         0.02886105 0.00541145 0.01033461 0.00495798
 0.05600692 0.        ]",goal6,goal0
goal0_sas_plan.30,0.1,2,0.03296089172363281,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.31,0.1,3,0.008975028991699219,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal1,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal0,"[0.0491247  0.04208419 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.32,0.1,3,0.0159757137298584,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.07847784 0.03253558 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.33,0.1,4,0.04298806190490723,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal1,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal0,"[0.13527843 0.01405828 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.34,0.1,3,0.04191255569458008,"[0.04485113 0.00986549 0.01625687 0.00470396 0.01216494 0.00579904
 0.01133124 0.00522005]",goal0,"[0.04485113 0.00986549 0.01625687 0.00470396 0.01216494 0.00579904
 0.01133124 0.00522005]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.35,0.1,4,0.008975744247436523,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal1,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal0,"[0.13527843 0.01405828 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.36,0.1,5,0.01224970817565918,"[0.05508402 0.01377285 0.01246137 0.00370611 0.00734994 0.00366781
 0.0091342  0.00461126]",goal0,"[0.05508402 0.01377285 0.01246137 0.00370611 0.00734994 0.00366781
 0.0091342  0.00461126]",goal0,"[0.14438042 0.01109739 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.37,0.1,3,0.009974002838134766,"[0.03604523 0.01016463 0.01659449 0.0046911  0.01519512 0.00696773
 0.01301536 0.00554798]",goal0,"[0.03604523 0.01016463 0.01659449 0.0046911  0.01519512 0.00696773
 0.01301536 0.00554798]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.38,0.1,2,0.039991140365600586,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.01762194 0.         0.02886105 0.00541145 0.01033461 0.00495798
 0.05600692 0.        ]",goal6,goal0
goal0_sas_plan.39,0.1,4,0.018959522247314453,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.4,0.1,2,0.005985736846923828,"[0.05176452 0.024067   0.00816276 0.00256849 0.0029533  0.001619
 0.00554993 0.00338119]",goal1,"[0.05176452 0.024067   0.00816276 0.00256849 0.0029533  0.001619
 0.00554993 0.00338119]",goal0,"[0.03309391 0.04729903 0.         0.         0.         0.
 0.         0.        ]",goal1,goal0
goal0_sas_plan.40,0.1,2,0.01593327522277832,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.41,0.1,4,0.010968446731567383,"[0.03703709 0.00964746 0.01673826 0.00475056 0.01480863 0.00683557
 0.01305885 0.00564064]",goal0,"[0.03703709 0.00964746 0.01673826 0.00475056 0.01480863 0.00683557
 0.01305885 0.00564064]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.42,0.1,3,0.016972064971923828,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal1,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal0,"[0.0491247  0.04208419 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.43,0.1,4,0.03396463394165039,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.44,0.1,3,0.03299593925476074,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.07847784 0.03253558 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.45,0.1,3,0.016977548599243164,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal1,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal0,"[0.0491247  0.04208419 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.46,0.1,3,0.026958227157592773,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal1,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal0,"[0.0491247  0.04208419 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.47,0.1,4,0.009972572326660156,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal1,"[0.03068386 0.0099815  0.01686855 0.0050339  0.0180245  0.00812355
 0.0134145  0.00552386]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.48,0.1,2,0.02496480941772461,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.01762194 0.         0.02886105 0.00541145 0.01033461 0.00495798
 0.05600692 0.        ]",goal6,goal0
goal0_sas_plan.49,0.1,3,0.016971111297607422,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal1,"[0.04933155 0.02749537 0.00689339 0.00220513 0.00216204 0.00121824
 0.004585   0.0029511 ]",goal0,"[0.0491247  0.04208419 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.5,0.1,2,0.014973640441894531,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.01762194 0.         0.02886105 0.00541145 0.01033461 0.00495798
 0.05600692 0.        ]",goal6,goal0
goal0_sas_plan.50,0.1,3,0.00997471809387207,"[0.03604523 0.01016463 0.01659449 0.0046911  0.01519512 0.00696773
 0.01301536 0.00554798]",goal0,"[0.03604523 0.01016463 0.01659449 0.0046911  0.01519512 0.00696773
 0.01301536 0.00554798]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.51,0.1,3,0.008979320526123047,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.05218931 0.01005497 0.01457309 0.00426946 0.00979193 0.00476548
 0.01089842 0.00523291]",goal0,"[0.07847784 0.03253558 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.52,0.1,2,0.01895904541015625,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.53,0.1,2,0.023957252502441406,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.54,0.1,3,0.03794693946838379,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.6,0.1,2,0.02699589729309082,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.07014974 0.00791541 0.01297689 0.00393178 0.00651586 0.00335382
 0.00927937 0.00498377]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.7,0.1,3,0.017972230911254883,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.0394484  0.01018811 0.0161821  0.00461238 0.01379603 0.00641368
 0.01255321 0.00550002]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.8,0.1,2,0.022971391677856445,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.03729304 0.00319786 0.02028274 0.00515117 0.00887812 0.00437249
 0.03884893 0.00201346]",goal6,"[0.01762194 0.         0.02886105 0.00541145 0.01033461 0.00495798
 0.05600692 0.        ]",goal6,goal0
goal0_sas_plan.9,0.1,4,0.011967658996582031,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal1,"[0.03578192 0.01209631 0.01585171 0.00451821 0.01351436 0.00628273
 0.01229691 0.00538773]",goal0,"[0.13527843 0.01405828 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal1_sas_plan.0,0.1,3,0.024024248123168945,"[0.02915055 0.03006336 0.00879073 0.00281207 0.00275712 0.00155355
 0.00584698 0.00376336]",goal1,"[0.02915055 0.03006336 0.00879073 0.00281207 0.00275712 0.00155355
 0.00584698 0.00376336]",goal1,"[0.0050838  0.05641075 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.1,0.1,4,0.025906801223754883,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal1,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.10,0.1,4,0.01896810531616211,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal1,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.11,0.1,4,0.017964839935302734,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.12,0.1,3,0.015971660614013672,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal1,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal0,"[0.02879405 0.04869778 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.13,0.1,4,0.01896524429321289,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.14,0.1,4,0.017920255661010742,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.15,0.1,2,0.03895974159240723,"[0.02961137 0.03362078 0.0069992  0.00228245 0.00185822 0.00108115
 0.00453752 0.00311388]",goal1,"[0.02961137 0.03362078 0.0069992  0.00228245 0.00185822 0.00108115
 0.00453752 0.00311388]",goal1,"[0.02804433 0.04894166 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.16,0.1,3,0.01597309112548828,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal1,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal0,"[0.02879405 0.04869778 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.17,0.1,4,0.03591108322143555,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.2,0.1,4,0.017967939376831055,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal1,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.3,0.1,4,0.007977008819580078,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.00573924 0.04580035 0.00481444 0.00165049 0.00082871 0.00052406
 0.00291988 0.00236717]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.4,0.1,3,0.026958703994750977,"[0.02915055 0.03006336 0.00879073 0.00281207 0.00275712 0.00155355
 0.00584698 0.00376336]",goal1,"[0.02915055 0.03006336 0.00879073 0.00281207 0.00275712 0.00155355
 0.00584698 0.00376336]",goal1,"[0.0050838  0.05641075 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.5,0.1,3,0.01697397232055664,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal1,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal0,"[0.02879405 0.04869778 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.6,0.1,4,0.024968385696411133,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal1,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.7,0.1,4,0.010970592498779297,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal1,"[0.02281489 0.01128826 0.01788506 0.00500378 0.01791665 0.00807494
 0.01422286 0.00585673]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.8,0.1,3,0.020717620849609375,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal1,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal0,"[0.02879405 0.04869778 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.9,0.1,3,0.003991127014160156,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal1,"[0.03566936 0.01308266 0.01546514 0.00442842 0.01266782 0.00593465
 0.01192343 0.00530509]",goal0,"[0.02879405 0.04869778 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal2_sas_plan.0,0.1,4,0.03101491928100586,"[0.01211762 0.00649904 0.02389085 0.00634968 0.02675437 0.0117612
 0.01886011 0.00448142]",goal3,"[0.01211762 0.00649904 0.02389085 0.00634968 0.02675437 0.0117612
 0.01886011 0.00448142]",goal4,"[0.         0.         0.04048525 0.00146096 0.04924618 0.01855593
 0.04263292 0.        ]",goal4,goal2
goal2_sas_plan.1,0.1,4,0.03698015213012695,"[0.02011905 0.00922957 0.02221927 0.0053011  0.01954432 0.00876424
 0.01425528 0.00581121]",goal2,"[0.02011905 0.00922957 0.02221927 0.0053011  0.01954432 0.00876424
 0.01425528 0.00581121]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.10,0.1,4,0.0370175838470459,"[0.01211762 0.00649904 0.02389085 0.00634968 0.02675437 0.0117612
 0.01886011 0.00448142]",goal3,"[0.01211762 0.00649904 0.02389085 0.00634968 0.02675437 0.0117612
 0.01886011 0.00448142]",goal4,"[0.         0.         0.04048525 0.00146096 0.04924618 0.01855593
 0.04263292 0.        ]",goal4,goal2
