Model,Incomplete,Step,Time,Prob0,Results0,Prob1,Results1,Prob2,Results2,Label
goal0_sas_plan.22,0.3,7,0.0194246768951416,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal1,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal0,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal0,goal0
goal0_sas_plan.23,0.3,10,0.029316186904907227,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.24,0.3,8,0.021929025650024414,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.13509096 0.01411926 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.25,0.3,7,0.022403717041015625,"[0.09833953 0.00766651 0.00875722 0.00275555 0.00316838 0.00173691
 0.00595412 0.00362743]",goal0,"[0.09833953 0.00766651 0.00875722 0.00275555 0.00316838 0.00173691
 0.00595412 0.00362743]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.26,0.3,9,0.02300238609313965,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.27,0.3,7,0.02281928062438965,"[0.09833953 0.00766651 0.00875722 0.00275555 0.00316838 0.00173691
 0.00595412 0.00362743]",goal0,"[0.09833953 0.00766651 0.00875722 0.00275555 0.00316838 0.00173691
 0.00595412 0.00362743]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.28,0.3,9,0.026526451110839844,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.29,0.3,10,0.02491140365600586,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.3,0.3,6,0.019433259963989258,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.30,0.3,6,0.021183013916015625,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.31,0.3,7,0.02164006233215332,"[0.08038705 0.00962011 0.01060322 0.00324823 0.00483867 0.00253675
 0.00747135 0.00416299]",goal0,"[0.08038705 0.00962011 0.01060322 0.00324823 0.00483867 0.00253675
 0.00747135 0.00416299]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.32,0.3,8,0.020700693130493164,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.13509096 0.01411926 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.33,0.3,10,0.026901721954345703,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.34,0.3,8,0.024977445602416992,"[0.06787059 0.01072289 0.01149492 0.00385409 0.00702202 0.00355577
 0.00832781 0.00432891]",goal0,"[0.06787059 0.01072289 0.01149492 0.00385409 0.00702202 0.00355577
 0.00832781 0.00432891]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.35,0.3,10,0.06465530395507812,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.36,0.3,13,0.03459930419921875,"[0.04225654 0.01230056 0.01473578 0.00418222 0.01303699 0.00601779
 0.01149655 0.00496582]",goal0,"[0.04225654 0.01230056 0.01473578 0.00418222 0.01303699 0.00601779
 0.01149655 0.00496582]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.37,0.3,7,0.01926708221435547,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal1,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal0,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal0,goal0
goal0_sas_plan.38,0.3,6,0.023687362670898438,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.39,0.3,11,0.0290830135345459,"[0.04801268 0.01119122 0.01340682 0.00419356 0.01242328 0.0058688
 0.01116012 0.00504892]",goal0,"[0.04801268 0.01119122 0.01340682 0.00419356 0.01242328 0.0058688
 0.01116012 0.00504892]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.4,0.3,6,0.01686882972717285,"[0.12450205 0.0065742  0.00515286 0.00171898 0.00112346 0.00067888
 0.00324085 0.00239907]",goal0,"[0.12450205 0.0065742  0.00515286 0.00171898 0.00112346 0.00067888
 0.00324085 0.00239907]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.40,0.3,6,0.019511699676513672,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.41,0.3,10,0.02772045135498047,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.42,0.3,7,0.019179821014404297,"[0.08038705 0.00962011 0.01060322 0.00324823 0.00483867 0.00253675
 0.00747135 0.00416299]",goal0,"[0.08038705 0.00962011 0.01060322 0.00324823 0.00483867 0.00253675
 0.00747135 0.00416299]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.43,0.3,11,0.029602766036987305,"[0.04801268 0.01119122 0.01340682 0.00419356 0.01242328 0.0058688
 0.01116012 0.00504892]",goal0,"[0.04801268 0.01119122 0.01340682 0.00419356 0.01242328 0.0058688
 0.01116012 0.00504892]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.44,0.3,8,0.025840044021606445,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.13509096 0.01411926 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.45,0.3,9,0.022507667541503906,"[0.06530004 0.00868204 0.01329655 0.00395449 0.00784254 0.00391362
 0.00974638 0.00492031]",goal0,"[0.06530004 0.00868204 0.01329655 0.00395449 0.00784254 0.00391362
 0.00974638 0.00492031]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.46,0.3,7,0.021511554718017578,"[0.08038705 0.00962011 0.01060322 0.00324823 0.00483867 0.00253675
 0.00747135 0.00416299]",goal0,"[0.08038705 0.00962011 0.01060322 0.00324823 0.00483867 0.00253675
 0.00747135 0.00416299]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.47,0.3,11,0.03036189079284668,"[0.04801268 0.01119122 0.01340682 0.00419356 0.01242328 0.0058688
 0.01116012 0.00504892]",goal0,"[0.04801268 0.01119122 0.01340682 0.00419356 0.01242328 0.0058688
 0.01116012 0.00504892]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.48,0.3,6,0.021363496780395508,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.49,0.3,9,0.02268362045288086,"[0.06530004 0.00868204 0.01329655 0.00395449 0.00784254 0.00391362
 0.00974638 0.00492031]",goal0,"[0.06530004 0.00868204 0.01329655 0.00395449 0.00784254 0.00391362
 0.00974638 0.00492031]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.5,0.3,6,0.020841121673583984,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.50,0.3,7,0.024828195571899414,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal1,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal0,"[0.02545012 0.01096782 0.01758885 0.00490605 0.01808783 0.0081111
 0.01404381 0.005725  ]",goal0,goal0
goal0_sas_plan.51,0.3,8,0.024089813232421875,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.07048098 0.01677419 0.00873334 0.00267541 0.00398537 0.00208939
 0.00615378 0.00342885]",goal0,"[0.13509096 0.01411926 0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.52,0.3,6,0.024448871612548828,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.53,0.3,6,0.0202486515045166,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.54,0.3,9,0.026970386505126953,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.6,0.3,6,0.02019953727722168,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.11132234 0.00666674 0.00720809 0.0023058  0.00226074 0.00127386
 0.00479432 0.00308582]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.7,0.3,9,0.024272441864013672,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.06037644 0.01191261 0.01248964 0.0036853  0.00788828 0.003885
 0.00925179 0.00454931]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.8,0.3,6,0.019379615783691406,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.10173701 0.00609271 0.00896077 0.00286646 0.00281045 0.0015836
 0.00596007 0.00383615]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal0_sas_plan.9,0.3,10,0.027413368225097656,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.05667816 0.010412   0.01371968 0.00401944 0.00921851 0.00448641
 0.0102602  0.00492647]",goal0,"[0.17849462 0.         0.         0.         0.         0.
 0.         0.        ]",goal0,goal0
goal1_sas_plan.0,0.3,7,0.021844148635864258,"[0.00361956 0.05147445 0.00245847 0.00087138 0.000317   0.00021192
 0.0014262  0.00129211]",goal1,"[0.00361956 0.05147445 0.00245847 0.00087138 0.000317   0.00021192
 0.0014262  0.00129211]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.1,0.3,11,0.02844715118408203,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal1,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.10,0.3,11,0.028453588485717773,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal1,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.11,0.3,10,0.028091907501220703,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal1,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.12,0.3,9,0.02631664276123047,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.13,0.3,10,0.028896570205688477,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal1,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.14,0.3,10,0.025948762893676758,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal1,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.15,0.3,5,0.018200159072875977,"[0.00439612 0.05006059 0.00298591 0.00105833 0.00038501 0.00025738
 0.00173218 0.00156932]",goal1,"[0.00439612 0.05006059 0.00298591 0.00105833 0.00038501 0.00025738
 0.00173218 0.00156932]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.16,0.3,9,0.023045778274536133,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.17,0.3,10,0.027641773223876953,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal1,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.2,0.3,11,0.029027223587036133,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal1,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.3,0.3,10,0.03130364418029785,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal1,"[0.02796124 0.02024305 0.01353279 0.0039931  0.00854712 0.00420947
 0.01002451 0.00492928]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.4,0.3,7,0.02037334442138672,"[0.0171968  0.02668789 0.01226216 0.00375644 0.00559571 0.00293364
 0.00864029 0.00481432]",goal1,"[0.0171968  0.02668789 0.01226216 0.00375644 0.00559571 0.00293364
 0.00864029 0.00481432]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.5,0.3,9,0.02414727210998535,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.6,0.3,11,0.029676198959350586,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal1,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.7,0.3,11,0.0326082706451416,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal1,"[0.02060599 0.01747738 0.01630615 0.00469264 0.01279028 0.00604217
 0.0114898  0.00519807]",goal0,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.8,0.3,9,0.0250246524810791,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal1_sas_plan.9,0.3,9,0.026636123657226562,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.02012749 0.02084203 0.01449421 0.00431069 0.00854894 0.00426614
 0.01062427 0.0053635 ]",goal1,"[0.         0.05806452 0.         0.         0.         0.
 0.         0.        ]",goal1,goal1
goal2_sas_plan.0,0.3,10,0.0301358699798584,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.1,0.3,11,0.02840399742126465,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.10,0.3,12,0.030010461807250977,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
